Image,Range_URL,Score_URL,Score,Range,Range1,Range2,ytcoreattributedstring,Range3
,https://www.youtube.com/channel/UCr-V_LFATgHtQJ596vaUriQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugyorm_yxa-zPexZxqp4AaABAg,5 days ago,What is the bgm before kickback sound?? That so cool music,,"
    1
  ",Reply,
,https://www.youtube.com/channel/UCOJW7HGrSyDhe6eP__mcMhw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzAEpsRAp34T_aMNgl4AaABAg,1 month ago,Tnginaaaaa ang gandaaaaaa,,"
    4
  ",Reply,
,https://www.youtube.com/channel/UCpUGuiQ_GsidlWjPlfysrkA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzaouuPC1Popq3h2dt4AaABAg,1 month ago,"米津さんの嗄れた声いいな。
チェンソーマンの治安悪い雰囲気にめっちゃ合ってる。",米津さんの嗄れた声いいな。,"
    78
  ",Reply,
,https://www.youtube.com/channel/UCM0Z5El8m4wlEm7W3icfabQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugype3bY4Y_d3uUbl394AaABAg,1 month ago,デンジの声思ってたより高いな,,"
    0
  ",Reply,2 replies
,https://www.youtube.com/channel/UCeUIujqWVmBzXoNSwk0Kn2g,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzR8ozPEBgWUcfa8K54AaABAg,2 weeks ago,"GUYS, I'M DESPERATE! 
What is the name of the track that plays at the beginning of the trailer?","GUYS, I'M DESPERATE!","
    0
  ",Reply,1 reply
,https://www.youtube.com/channel/UCLfn9vDr3SAsnBldLfnv1hQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxaUQuvlWw2x9C5l2F4AaABAg,1 month ago (edited),"1:04
努力　未来　a beautiful star

サンプリング元の曲には確かにチェンソーマンに結び付くエネルギーと突き抜けた前傾の狂気があった
でもそれを繋げちまえるのは神の視点だろう、米津玄師。","
","
    41
  ",Reply,2 replies
﻿https://yt3.ggpht.com/Lpl1Z5KgxakyAEGZxg3ED5Gyo9rV-mNXswvBr9Gl6lR5hwPFr7zvDLzdEl5oH_9YU0I8P6OknTU=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCs0w69Yt6tSOe2qP7nPsJpA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzquM1k52gkX9TGiBV4AaABAg,1 month ago,Are there gonna be weekly episodes,,"
    1
  ",Reply,1 reply
https://yt3.ggpht.com/nFa3jJYRD1iEjwxT8o1fekipmn7Cq6bcrf4Unhy8veJ2iCBhi1CMYGvOjg2LZDMGLjM8PSTybQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCcfsWwuzL285B2lqG0K46QQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzYu-1BSU1CeOSfwIJ4AaABAg,4 weeks ago,0:35 these eyes remind me of someone from a certain isekai manga, these eyes remind me of someone from a certain isekai manga,"
    0
  ",Reply,1 reply
https://yt3.ggpht.com/ytc/AMLnZu9lVFJnvL6Z6Y5Fk0ZHIb82TJ5F6Y8rtp4ds00pdA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCEORo77IBZcONR2EKO4Mt8w,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxmOAwCgP5ie7W3_o14AaABAg,1 month ago,The details of horror in Kobeni’s face when she screams makes me super eager to see the nightmare fuel in Chainsaw Man come to life in animation,,"
    54
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu_Fd01LZZPGmbbpXChTcon-oociW1SUdhN2olwB=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCt69TNI-DLKBGvMsFMkO_-g,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzwuQxpfWOhwsZjmc94AaABAg,1 month ago,미쳤다,,"
    5
  ",Reply,
,https://www.youtube.com/channel/UCuv88UkVFgZvYyDzwOfBC7A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugz_tnzyXIvemHUuqB14AaABAg,3 weeks ago,DENJI! DENJI! DENJI!,,"
    2
  ",Reply,
,https://www.youtube.com/channel/UCWwRnaZGplOl150i-vmwPrA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyNgKqCdSOty5vsdPR4AaABAg,1 month ago,"Как я рада, что опенинг написал Кенджи. Период трансляции станет лучшим моментом за год",,"
    78
  ",Reply,2 replies
,https://www.youtube.com/channel/UCXxWv2oxY8_kJOe46kl3IzQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzdGCsGJ0KZevEW-ll4AaABAg,1 month ago,3 DAYS YALL,,"
    8
  ",Reply,
,https://www.youtube.com/channel/UCjAlvNskP96EUmumUlHGX3g,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxKb4f54VFDBrfz_Gp4AaABAg,1 month ago,I waiting that,I waiting that,"
    1
  ",Reply,
,https://www.youtube.com/channel/UCuiJpkE-39XnE8OjP5oS7pA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugzlad06ja_mrYaU66h4AaABAg,1 month ago,ライブでフル聴いたけどかっこよすぎて泣いた(泣いてない),,"
    41
  ",Reply,2 replies
,https://www.youtube.com/channel/UCOML5ovXRz3ime8xX18i3pg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugx12cUmQ8eyJoNnxwh4AaABAg,5 days ago,I havent gotten to cop a single damn feel yet,,"
    0
  ",Reply,
,https://www.youtube.com/channel/UCdMP8qb2-T5URKwzmKjZRhQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwYFfQBDC_V7NArBvR4AaABAg,1 month ago,"思ったより爽快感がなかったな...
期待あがりすぎてたのかもしれないけど",思ったより爽快感がなかったな...,"
    10
  ",Reply,
,https://www.youtube.com/channel/UCph53h30uqt565jzSgL7fqw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxHOhb7n3BgyD_N2fd4AaABAg,1 month ago,"Trailer bonito.
Trailer Formoso.
Trailer bem feito.
Obrigado MAAPA",Trailer bonito.,"
    57
  ",Reply,
,https://www.youtube.com/channel/UCkz0v_0FlgOHfL9fbXYnBKg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzVDstnoDHhJaeebRR4AaABAg,1 month ago,どれだけかっこよくても決めゼリフが胸一揉みもしてねぇんだよなのは草,,"
    5
  ",Reply,
,https://www.youtube.com/channel/UCDq4dsS_zV8bvwHfzUDo6hg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugxk_3FdMqv45DV8mk54AaABAg,1 month ago,You mean to tell me...this nigga turns into a fucking chainsaw? Fucking-amazing,,"
    1
  ",Reply,
,https://www.youtube.com/channel/UCHl_aGfg8vIr8IMjvKfWlOw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugx8AFT_ESSlWhPOYOt4AaABAg,1 month ago,Tsuda Kenjiro voicing Kishibe and the trailer ending with Denji complaining about the lack of boobs for him to grope.  Perfection.,,"
    42
  ",Reply,
,https://www.youtube.com/channel/UCQmfk8NsxP0Vf9FIKa9Up5A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyxtTE1fWwry0xP-Fx4AaABAg,3 weeks ago,i really thought it was nanami at the starting,,"
    0
  ",Reply,
,https://www.youtube.com/channel/UC1g15BXmf1VBy-gcd-fxLbg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugx9QX6PBvHyOG0grtV4AaABAg,3 weeks ago,"Knowing almost all of them will die...STILL CAN’T WAIT FOR THE ANIME ADAPTATION :D, HAHA YOU GOT SPOILED.",,"
    1
  ",Reply,
,https://www.youtube.com/channel/UCXnpIKEm3egYRYqAAQ71FHw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxoeVc-nV1dBGm0dod4AaABAg,1 month ago,"KICK BACK、映像と相まってめちゃかっこいい〜〜〜
ＯＰとフルで聴けるのが待ち遠しい！！！！",KICK BACK、映像と相まってめちゃかっこいい〜〜〜,"
    55
  ",Reply,
,https://www.youtube.com/channel/UC2lhNdoWoeLccW4hH1IjQqQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzlOQovYSeCDXYnsfd4AaABAg,1 month ago,Nice ,Nice ,"
    6
  ",Reply,
,https://www.youtube.com/channel/UCpCfZhh2XqJReItL2efgTpQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwLsb3EBvbKqUAhcCx4AaABAg,1 month ago,"So, basically Shaman King on steroids. Lucky he made a contract with a cute chainsaw pug and not that eyeball tomato thing, huh..",,"
    1
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu_CuPESTWr5Rkx21ZRQP1S84NhiHkLa8uZ6VA0RjQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCVsD6Ol8Z4BNEDfV2eS8dgg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugw1c7125qlz2kIsRPd4AaABAg,1 month ago,"This is the quality of animation, that this manga deserves! Amazing stuff, looking forward to see! 
Chainsaw man is the new chapter in seinen history","This is the quality of animation, that this manga deserves! Amazing stuff, looking forward to see! ","
    46
  ",Reply,18 replies
https://yt3.ggpht.com/gBqYq9noLrl7ejfIX98mUPmRauuvaHQJiLewThSivxCZRNZPYhrMCpz_TsmSjeTCQXODeekdNA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCAMAKrVFVvBu7tqp9Jo9alg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzpUc_bYTMb05FAwdJ4AaABAg,2 weeks ago,♤>私はチェーンソーマンは初めてではありませんが、アニメはまだ見ていません。トレーラーだけでわかるように、どんどん良くなっていくので、緊急に必要です。<♤,,"
    0
  ",Reply,
https://yt3.ggpht.com/oN95e3ICDNqt9ZshJdBviZLUXSh-nox0G-H-OlJ2BXFWVbHs6uqDZKtPOuA27RF2-FA7O1V1214=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCx-mHr_brpNwEDQpMfZ1LwQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzV30WGNJmJcm7EZtt4AaABAg,4 weeks ago,うわああああかっけええええ,,"
    1
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu88bDXLwJ_pCqfz_4LKcVtxEtBzV4A7DjnRdtzCjg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC6MYo1Y_tPYyiJL8K6ddrtw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxFSTHO2GZULtU8-qp4AaABAg,1 month ago,I love how they’re not revealing what Denji wants to feel yet ,I love how they’re not revealing what Denji wants to feel yet ,"
    62
  ",Reply,3 replies
,https://www.youtube.com/channel/UCzfUYEVR6KXH3wwo-0FzamA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwVy7rk2UlURC64kll4AaABAg,1 month ago,epic,,"
    2
  ",Reply,
,https://www.youtube.com/channel/UC97ndqsy8QS76N4Y6hlyM7A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugyro_attRUPy0ZJp2d4AaABAg,1 month ago,やっぱちょっとカクカクしてた。大人しく漫画読みます,やっぱちょっとカクカクしてた。大人しく漫画読みます,"
    5
  ",Reply,
,https://www.youtube.com/channel/UCwUXPrjmz1JqDq3t_QS5Yng,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxVsMuC9Laxow8bOc54AaABAg,1 month ago,One more day!!!!!,,"
    6
  ",Reply,
,https://www.youtube.com/channel/UCFgIqTDVOQAS_hWi-UIkb8w,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugy7sSsBojsj_8jmlSp4AaABAg,1 month ago,"I don't watch anime but I wanna watch it because I'm sure students will, and I want to be updated to have something in common with them. But..oops, I watched the 1st ep and .... blood everywhere... I liked it though, but weird haha why is it so famous?? because of the plot? animation? bc  there's a lot of killing... blood...? why?",,"
    1
  ",Reply,2 replies
,https://www.youtube.com/channel/UCtLcv1_KYwXFCJ450dPVP_g,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugy0GBSyChXqW45yDrJ4AaABAg,1 month ago (edited),"wow! this looks really cool! theres so many things happening! and he even has a chainsaw on his head! im so happy that TOOBOE helped made the song! ive been such a big fan of their music for so long! 

edit: so many song artists im a big fan of omg this is so cool",wow! this looks really cool! theres so many things happening! and he even has a chainsaw on his head! im so happy that TOOBOE helped made the song! ive been such a big fan of their music for so long! ,"
    37
  ",Reply,3 replies
,https://www.youtube.com/channel/UCqXQu0lSymISJttJQ56WcGg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxR9K3yrqy9GF0gIp94AaABAg,1 month ago,I expected something even better than the manga but it is quite disappointing. Manga is still 5times better than the actual anime,,"
    1
  ",Reply,
,https://www.youtube.com/channel/UCJVgb1ytsZpJF4FIvYgaKOg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxmYDs0ppvofjObLxx4AaABAg,1 month ago,no need to rush i just binge watch it if its done ( propably 24 Episodes ),,"
    3
  ",Reply,2 replies
,https://www.youtube.com/channel/UCvaevWTHmtlnOBn8aINs6Yg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzEtP3UTNJpt0bzSBV4AaABAg,1 month ago,"this trailer perfectly encapsulates the cruel, gruesome and depressing nature of CSM. I'm soo hyped!",,"
    40
  ",Reply,1 reply
,https://www.youtube.com/channel/UCP7zBQWjcPv2EHlgDpadQ1g,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugz94695CrvAtD6B43l4AaABAg,1 month ago,CG無理って人これからCGの時代になるからアニメ卒業した方がいいよ。神アニメだったじゃん。,,"
    29
  ",Reply,
,https://www.youtube.com/channel/UCiq0lDBkATyTF7Q6cvN2bRg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxGb4QwjldUMJHoay14AaABAg,1 month ago,An alternative opening to this great anime: https://youtu.be/jsy-B0c9qaM,An alternative opening to this great anime: ,"
    0
  ",Reply,
,https://www.youtube.com/channel/UCQYDignvKAvCWP_jGXG6WYg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyWoV4FnAWf3tTM0Gt4AaABAg,1 month ago,米津と常田って無敵だな。,,"
    42
  ",Reply,
,https://www.youtube.com/channel/UCRpvGwzwjOKk859HsKtxrYg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwosP_ScjHUArgX1t54AaABAg,1 month ago,"CGがクソな訳ではありません！
批判してる方々がCG苦手なだけです！ヌメヌメ感はCG使う以上しょうがないものだからしよう！ヌメヌメ感かき消すほど良さが今回のCGにはあった",CGがクソな訳ではありません！,"
    16
  ",Reply,1 reply
,https://www.youtube.com/channel/UC8OMUtoVcdZRRZxHh6l3fdQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyTegjREYIDPPbUeNt4AaABAg,4 weeks ago,米津玄師サイコー!,,"
    1
  ",Reply,
,https://www.youtube.com/channel/UCGEDxAFm3iWHKJ6TL12dfcg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwIQ3o0hxh3qfSUaNd4AaABAg,1 month ago,I love how when Denji's VA screams here it sounds like a chainsaw,,"
    40
  ",Reply,
,https://www.youtube.com/channel/UCow2n91Jk0tz4iQBj5T4xRg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugx124BWlWoGIWYAkrZ4AaABAg,1 month ago,試しに1話だけCG使った説,,"
    9
  ",Reply,
,https://www.youtube.com/channel/UCFKPPdjgjUKlJVCKXxzn4Bg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugwc_2Ht-V9BBv5KPNN4AaABAg,1 month ago,"cg使うならフルcgにしてくれ
手書きの中にcgが動いてるのは違和感がありすぎる",cg使うならフルcgにしてくれ,"
    16
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu9WIa46LrFxpMSi1vmayrC2ge-v6ss1f_Oa0VlF1Q=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCRET0_0LDji7qSyPToKM6tQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugwkf78i4riBicpADzd4AaABAg,1 month ago,THE WAY I SCREAMED WHEN I HEARD KISHIBE’S VOICE !!!!!!!!!! ️️️,THE WAY I SCREAMED WHEN I HEARD KISHIBE’S VOICE !!!!!!!!!! ,"
    43
  ",Reply,2 replies
https://yt3.ggpht.com/ytc/AMLnZu857_bt3tPd7ZpcdlD1UYAo4Im2KJMGp4VR03AJa9UnS9oGIQH8ElEC3Vz6v-5x=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UClwHTAeTN3paAhqTuqI5OPw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzSCof0mXLT5pYvIGB4AaABAg,1 month ago,epic,,"
    3
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu8AnEZD6qk2iQyIVMV28AN5vZtFV4y-Ek3EF9GE=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCCSt4RDDgBkuWSwicMkcjLg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugw48-UYrx30lQQNxcl4AaABAg,13 days ago,新しい順にしてチェンソーオタク発狂してるの見るのが一番楽しいや,新しい順にしてチェンソーオタク発狂してるの見るのが一番楽しいや,"
    11
  ",Reply,1 reply
https://yt3.ggpht.com/ytc/AMLnZu93qc8SYswHMnDPhNiuXeUU0ybVKgFkoqcOlw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCzwc5e5rnl-v9zJda88qD-A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyhZrK2OthF1YJCFpZ4AaABAg,1 month ago,"The Animation is Top tier.
The Opening 
Kenshi Yonezu is GOAT of J-Pop",The Animation is Top tier.,"
    57
  ",Reply,
,https://www.youtube.com/channel/UC3PxpMF2ZAftn9jh3aPvbHA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzTg7FAcnsaN_bOczx4AaABAg,1 month ago,あと3日！,,"
    7
  ",Reply,
,https://www.youtube.com/channel/UCfrfHGmd1g2phN9l3050zyA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugx800tiQmXiOQKudSJ4AaABAg,1 month ago,Denji best dude,,"
    1
  ",Reply,
,https://www.youtube.com/channel/UCK3QFYAIeVTQjU32XLQjFpQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugw68cAXkl0mzJxO8o14AaABAg,1 month ago,Please make sure all the animators get paid handsomely for this!!!,,"
    103
  ",Reply,
,https://www.youtube.com/channel/UCkMubhRqlokmD3KEPCJogIA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwVsFa-dk3bxqxXqzp4AaABAg,1 month ago,Кайфы кайфули,,"
    1
  ",Reply,
,https://www.youtube.com/channel/UCbb1rPdbflmqpoRSdH4FrwA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzKEM0yT1fpJZDkQCF4AaABAg,2 weeks ago,Can someone help me get the voice line that Kishibe said?,,"
    1
  ",Reply,1 reply
,https://www.youtube.com/channel/UCAnnBAZY7eGeLUYA6PMha5Q,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyQ_In6cuk8lRhiPWV4AaABAg,1 month ago,10M views in 9 days. Chainsaw Man is history ,10M views in 9 days. Chainsaw Man is history ,"
    49
  ",Reply,12 replies
,https://www.youtube.com/channel/UCYLcPLdWg9vHib3XxSwyAJQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwMviP8Joh8ZUR0l0x4AaABAg,1 month ago,まあ、少なくともこのpvでコウモリ戦は約束されてるから……いいんじゃないでしょうか？,,"
    0
  ",Reply,3 replies
,https://www.youtube.com/channel/UClj5V2qbU5LMa7i1UxNWevQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgydlRTdMI96S-Pk9ex4AaABAg,1 month ago,この最初のドッドドっていうー導入音めちゃいい、なんこれ？,,"
    1
  ",Reply,
,https://www.youtube.com/channel/UCqV1Z8JTsakUte1EnkPE1Lg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzfyQNH2rzrCZCdC0B4AaABAg,1 month ago,"米津の曲センスの塊すぎる件
米津は天才だ...",米津の曲センスの塊すぎる件,"
    122
  ",Reply,7 replies
,https://www.youtube.com/channel/UC3NasjKgK9DcXnQf-Q15Yxw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugy3IIC7BA3xThIRkv14AaABAg,1 month ago,めっちゃスクショせなあかん,,"
    3
  ",Reply,
,https://www.youtube.com/channel/UCt6OexeZT3wMVTZTI_Rt7RA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwEJgelKBfo-oEv7Rx4AaABAg,1 month ago,"H-1 CSM ANIME, LETSGOOOOO",,"
    2
  ",Reply,
,https://www.youtube.com/channel/UCWOlw5a12G-0X5yBFyL1aEw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzxgUI52t1nRzjIF0J4AaABAg,1 month ago,米津さんの歌かっこいい。こんなアニソン聞いたことない。もうワクワクします。,,"
    63
  ",Reply,4 replies
,https://www.youtube.com/channel/UCEWuYqJqLlGV3rGYkI2xg4w,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugyhsc_GrkFlwy6qwoV4AaABAg,1 month ago,nice anime interesting,,"
    4
  ",Reply,
,https://www.youtube.com/channel/UCjulvt4qAMVjQjnL4_casRA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwiTqtJ5hrFsRm6_Tt4AaABAg,1 month ago,Лучшее,,"
    1
  ",Reply,1 reply
,https://www.youtube.com/channel/UC_FnNDjg-COY3DNBFlNTjxg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugw0MBbtcQufzEMRVMB4AaABAg,1 month ago,"9日で再生回数1000万越えはすげぇな…
てことは…俺たちがこのpv見てよぉ…更に周りにもコレを勧めてよぉ…！！そしたら次は2000万、3000万っていってよぉ！！1億いっちゃったりしてよぉ！！！これでノーベル賞は俺達のモンだぜェ！！",9日で再生回数1000万越えはすげぇな…,"
    75
  ",Reply,3 replies
,https://www.youtube.com/channel/UCmsxGn7U8rWJAo2kMmWsrFw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugz09B95N-0aQHimyhR4AaABAg,3 weeks ago,見るか分からないけどひとまず…歌歌う人があの人じゃなくてよかった。,,"
    0
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu9KT_QasPKpsQQgcNBzi1UNHsZ55Jic6mlJf10=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCV18SYWT2BthgAd7orv9ZWw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyGNHfCxaFtIWPuZsp4AaABAg,1 month ago,"まぁ期待があまりに大きすぎたんだろ
色々あるが今後に期待だな",まぁ期待があまりに大きすぎたんだろ,"
    13
  ",Reply,
https://yt3.ggpht.com/bLD79cjrsdkfFh0VfB0cYxT-A2gc5BVCyd6XmXLqNSOq_2KFS3RjVLODsQz2dDP_E9kFnE5xvA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCZGWlOgUpTMThzt_6PPsy1A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyWR42MaAV-HffBcN54AaABAg,1 month ago,"No me leí nada del manga, no sé nada de los personajes, no sé nada de quién es el bueno o malo, empecé a ver anime este año PERO me siento emocionado por este anime y no sé porque!!!",,"
    38
  ",Reply,7 replies
https://yt3.ggpht.com/j3_VBkUt21DthnnB6AmqFc4Exk5p44BIv2LWPQLhCql9M6twIOAgO4VjLmUsIjxcb_CHelYQlk8=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCGVG9WPrF8IhmhKkGGoOTrw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwQLGBUTpQ-NthEJMd4AaABAg,4 weeks ago,ぱわーーー！！！！！,,"
    0
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu_Ly17Tk7dpUuHiR6BM8FXsp1jxCkM3Y6m0nDSBGA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCyvSBhozZlYG4mgfNmlq55A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwL4GVrpmMwiPBwkBt4AaABAg,1 month ago,未来最高！,,"
    1
  ",Reply,
https://yt3.ggpht.com/AridmtIX2i4Ab5eWwP7HG_u_Acp6Kbq0-W9t8t-FYPl1t9-CKYkcze5z_9NJFh6IaziIj-EDew=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC4jmjDE4ZfJJ9ckbOqaIUDg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugy3WzW_JVPAZzECNS54AaABAg,1 month ago,"もう既にフル聞かなくてもkick back好きなんだけど。
1:14特にここ",もう既にフル聞かなくてもkick back好きなんだけど。,"
    38
  ",Reply,1 reply
,https://www.youtube.com/channel/UChWj5FDhyTnKGSErisY1YYw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyGLlD2D8F1-UoQQaJ4AaABAg,1 month ago,3 More Days ️,3 More Days ,"
    5
  ",Reply,
,https://www.youtube.com/channel/UCRD-cIKFFSkmlByewa8hXAA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzqdPGzaiz2TyYnfB94AaABAg,3 weeks ago,や、やべえ(良い意味で),,"
    3
  ",Reply,
,https://www.youtube.com/channel/UCfTQTSs-jWAFvKxlcKQ8lng,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugx38bz_bMrzWXMVa_l4AaABAg,1 month ago,THEY CONFIRMED CHAINSAWMAN WILL HAVE NO CENSORSHIP BRO THIS IS GONNA BE ANIME OF THE YEAR,,"
    52
  ",Reply,5 replies
,https://www.youtube.com/channel/UC5-mRajfFA6rVsHPg5u5ekQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzACMYX8MQ-GowmZBh4AaABAg,4 weeks ago,,,"
    0
  ",Reply,1 reply
,https://www.youtube.com/channel/UC_HHMRrW7x-6TZjI0KNVArw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugxo-F4T5Ri8mrHpR1B4AaABAg,13 days ago,"批判してる人たちへ
頼むからそういうのは
最後まで見てから言ってくれ。",批判してる人たちへ,"
    11
  ",Reply,
,https://www.youtube.com/channel/UCeJU_WaKKq6-WN8jF2q_UrQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwlPSxZwtXoyzHyeMd4AaABAg,1 month ago (edited),"🇯🇵日本急上昇ランキングでは1位
🇺🇸アメリカ急上昇ランキング8位
🇨🇦カナダ急上昇ランキング13位
🇦🇺オーストラリア急上昇ランキング14位
🇫🇷フランス急上昇ランキング21位
🇬🇧イギリス急上昇ランキング23位
🇩🇪ドイツ急上昇ランキング24位

すごいぞチェンソーマン",🇯🇵日本急上昇ランキングでは1位,"
    61
  ",Reply,4 replies
,https://www.youtube.com/channel/UCNuJcdGlC3jUFcX4X2YyaIg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugx7RJJLJ1vbHEdgSdZ4AaABAg,1 month ago,The opening would be better if it was sung by Keina Suda in my opinion.,,"
    1
  ",Reply,
,https://www.youtube.com/channel/UCdJ6S-ffsxj0YkhrtAWapNQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgywAEI61ZnPltx4_c54AaABAg,13 days ago,センスの悪魔,,"
    0
  ",Reply,
